state,city,address,zip,phone,latitude,longitude,store_url
Utah,Orem,648 E 800 S,84097-6528,(801) 851-5003,40.28,-111.68,https://www.costco.com/warehouse-locations/orem-utah-484.html
Utah,Riverton,13126 S. Eagles Flight Rd,84096,(385) 855-7196,40.513,-112.002,https://www.costco.com/warehouse-locations/riverton-utah-1441.html
Utah,Salt Lake City,1818 S 300 W,84115-1805,(801) 485-9715,40.731,-111.902,https://www.costco.com/warehouse-locations/salt-lake-city-utah-113.html
Utah,Sandy,11100 S Auto Mall Dr,84070-4171,(801) 790-0003,40.55,-111.895,https://www.costco.com/warehouse-locations/sandy-utah-487.html
Utah,Saratoga Springs,1083 N Redwood Rd.,84045,(801) 407-4194,40.382,-111.918,https://www.costco.com/warehouse-locations/saratoga-springs-utah-1383.html
Utah,South Jordan,3571 W 10400 S,84095-7173,(801) 523-5287,40.56,-111.975,https://www.costco.com/warehouse-locations/south-jordan-utah-1019.html
Utah,Ogden,3656 Wall Ave,84405-7101,(801) 317-3953,41.196,-111.978,https://www.costco.com/warehouse-locations/ogden-utah-770.html
Utah,Spanish Fork,273 E 1000 N,84660-5844,(801) 504-9530,40.124,-111.649,https://www.costco.com/warehouse-locations/spanish-fork-utah-1118.html
Utah,Saint George,835 N 3050 E,84790-9041,(435) 256-0003,37.122,-113.522,https://www.costco.com/warehouse-locations/saint-george-utah-672.html
Utah,Salt Lake City,3747 S 2700 W,84119-3721,(801) 996-9008,40.69,-111.954,https://www.costco.com/warehouse-locations/salt-lake-city-utah-622.html
Vermont,Colchester,218 Lower Mountain View Dr,05446-5830,(802) 318-2000,44.504,-73.175,https://www.costco.com/warehouse-locations/colchester-vermont-314.html
Virginia,Chantilly,14390 Chantilly Crossing Ln,20151-2117,(703) 885-5544,38.896,-77.443,https://www.costco.com/warehouse-locations/chantilly-virginia-334.html
Virginia,Charlottesville,3171 District Ave,22901-2784,(434) 328-7023,38.068,-78.49,https://www.costco.com/warehouse-locations/charlottesville-virginia-1184.html
Virginia,North Chesterfield,1401 Mall Dr,23235-4887,(804) 464-9110,37.514,-77.605,https://www.costco.com/warehouse-locations/north-chesterfield-virginia-1089.html
Virginia,Fairfax,4725 W Ox Rd,22030-6125,(703) 332-3200,38.849,-77.372,https://www.costco.com/warehouse-locations/fairfax-virginia-204.html
Virginia,Fredericksburg,3102 Plank Rd # 600,22407-4900,(540) 785-1160,38.29,-77.516,https://www.costco.com/warehouse-locations/fredericksburg-virginia-340.html
Virginia,Harrisonburg,1830 Reservoir St,22801-8742,(540) 432-8989,38.428,-78.857,https://www.costco.com/warehouse-locations/harrisonburg-virginia-238.html
Virginia,Leesburg,1300 Edwards Ferry Rd Ne,20176-3355,(703) 669-5061,39.115,-77.533,https://www.costco.com/warehouse-locations/leesburg-virginia-337.html
Virginia,Manassas,10701 Sudley Manor Dr,20109-2845,(703) 368-7579,38.784,-77.517,https://www.costco.com/warehouse-locations/manassas-virginia-225.html
Virginia,Alexandria,7940 Richmond Hwy,22306-7826,(571) 458-3500,38.742,-77.088,https://www.costco.com/warehouse-locations/alexandria-virginia-1115.html
Virginia,Springfield,7373 Boston Blvd,22153-2805,(703) 912-1203,38.74,-77.197,https://www.costco.com/warehouse-locations/springfield-virginia-227.html
Virginia,Newport News,12121 Jefferson Ave,23602-6916,(757) 746-2003,37.106,-76.497,https://www.costco.com/warehouse-locations/newport-news-virginia-247.html
Virginia,Norfolk,850 Glenrock Rd,23502-3702,(757) 459-4471,36.852,-76.2,https://www.costco.com/warehouse-locations/norfolk-virginia-202.html
Virginia,Arlington,1200 S Fern St,22202-2862,(703) 413-2324,38.861,-77.057,https://www.costco.com/warehouse-locations/arlington-virginia-233.html
Virginia,Woodbridge,2700 Potomac Mills Circle,22192-4653,(703) 490-7410,38.642,-77.292,https://www.costco.com/warehouse-locations/woodbridge-virginia-626.html
Virginia,Sterling,21398 Price Cascades Plz,20164-6606,(703) 406-6500,39.024,-77.402,https://www.costco.com/warehouse-locations/sterling-virginia-218.html
Virginia,Glen Allen,9650 W Broad St,23060-4115,(804) 727-3050,37.642,-77.561,https://www.costco.com/warehouse-locations/glen-allen-virginia-205.html
Virginia,Winchester,251 Front Royal Pike,22602-7319,(540) 722-9626,39.158,-78.156,https://www.costco.com/warehouse-locations/winchester-virginia-239.html
Washington,Shoreline,1175 N 205Th St,98133-3206,(206) 546-0480,47.775,-122.344,https://www.costco.com/warehouse-locations/shoreline-washington-106.html
Washington,Bellingham,4125 Arctic Ave,98226-9325,(360) 671-6947,48.792,-122.514,https://www.costco.com/warehouse-locations/bellingham-washington-1216.html
Washington,Bonney Lake,9801 204Th Ave E,98391-6559,(253) 750-8120,47.167,-122.159,https://www.costco.com/warehouse-locations/bonney-lake-washington-1278.html
Washington,Burlington,1725 S Burlington Blvd,98233-3223,(360) 757-5703,48.454,-122.338,https://www.costco.com/warehouse-locations/burlington-washington-662.html
Washington,Clarkston,301 5Th St,99403-1860,(509) 758-1800,46.423,-117.042,https://www.costco.com/warehouse-locations/clarkston-washington-103.html
Washington,Covington,27520 Covington Way Se,98042-9100,(253) 796-1004,47.355,-122.121,https://www.costco.com/warehouse-locations/covington-washington-1029.html
Washington,Camas,19610 Se 1St St,98607-7472,(360) 258-6221,45.622,-122.473,https://www.costco.com/warehouse-locations/camas-washington-1086.html
Washington,Everett,10200 19Th Ave Se,98208-4256,(425) 379-7451,47.904,-122.21,https://www.costco.com/warehouse-locations/everett-washington-114.html
Washington,Federal Way,35100 Enchanted Pkwy S,98003-8314,(253) 874-3652,47.287,-122.31,https://www.costco.com/warehouse-locations/federal-way-washington-61.html
Washington,Fife,3900 20Th St E,98424-1818,(253) 719-1950,47.238,-122.374,https://www.costco.com/warehouse-locations/fife-washington-767.html
Washington,Gig Harbor,10990 Harbor Hill Dr Nw,98332-8945,(253) 853-8600,47.358,-122.604,https://www.costco.com/warehouse-locations/gig-harbor-washington-624.html
Washington,Issaquah,1801 10Th Ave Nw,98027-5384,(425) 313-0965,47.551,-122.052,https://www.costco.com/warehouse-locations/issaquah-washington-110.html
Washington,Kennewick,8505 W. Gage Blvd,99336-8120,(509) 737-8861,46.226,-119.235,https://www.costco.com/warehouse-locations/kennewick-washington-486.html
Washington,Kirkland,8629 120Th Ave Ne,98033-5822,(425) 827-1693,47.681,-122.181,https://www.costco.com/warehouse-locations/kirkland-washington-8.html
Washington,Lacey,1470 Marvin Rd Ne,98516-3870,(360) 412-3500,47.059,-122.761,https://www.costco.com/warehouse-locations/lacey-washington-740.html
Washington,Lake Stevens,9210 24Th Street Se,98258,(425) 367-6422,47.975,-122.105,https://www.costco.com/warehouse-locations/lake-stevens-washington-1588.html
Washington,Lynnwood,18109 33Rd Ave W,98037-4840,(425) 697-1062,47.834,-122.273,https://www.costco.com/warehouse-locations/lynnwood-washington-1190.html
Washington,Lynnwood,19105 Highway 99,98036-5228,(425) 640-7700,47.826,-122.31,https://www.costco.com/warehouse-locations/lynnwood-washington-115.html
Washington,Marysville,16616 Twin Lakes Ave,98271-4701,(360) 652-4532,48.148,-122.191,https://www.costco.com/warehouse-locations/marysville-washington-642.html
Washington,Spokane,12020 N Newport Hwy,99218-1655,(509) 466-9668,47.766,-117.383,https://www.costco.com/warehouse-locations/spokane-washington-1298.html
Washington,Puyallup,1201 39Th Ave Sw,98373-3803,(253) 445-7543,47.156,-122.309,https://www.costco.com/warehouse-locations/puyallup-washington-660.html
Washington,Redmond,7725 188Th Ave Ne,98052-6088,(425) 406-5382,47.673,-122.091,https://www.costco.com/warehouse-locations/redmond-washington-1225.html
Washington,Ridgefield,519 N. 56Th Pl.,98642,(360) 727-8401,45.82,-122.693,https://www.costco.com/warehouse-locations/ridgefield-washington-1703.html
Washington,Seattle,4401 4Th Ave S,98134-2311,(206) 622-3136,47.565,-122.331,https://www.costco.com/warehouse-locations/seattle-washington-1.html
Washington,Sequim,955 W Washington St,98382-3266,(360) 406-2025,48.077,-123.126,https://www.costco.com/warehouse-locations/sequim-washington-639.html
Washington,Silverdale,10000 Mickelberry Rd Nw,98383-8302,(360) 692-9213,47.657,-122.68,https://www.costco.com/warehouse-locations/silverdale-washington-13.html
Washington,Spokane,5601 E Sprague Ave,99212-0826,(509) 842-0003,47.658,-117.333,https://www.costco.com/warehouse-locations/spokane-washington-670.html
Washington,Tacoma,2219 S 37Th St,98409-7473,(253) 475-5595,47.225,-122.468,https://www.costco.com/warehouse-locations/tacoma-washington-95.html
Washington,Tukwila,400 Costco Dr Ste 150,98188-4808,(206) 575-9191,47.446,-122.248,https://www.costco.com/warehouse-locations/tukwila-washington-6.html
Washington,Tumwater,5500 Littlerock Rd Sw,98512-7363,(360) 357-6580,46.997,-122.916,https://www.costco.com/warehouse-locations/tumwater-washington-64.html
Washington,Union Gap,2310 Longfibre Rd,98903-1513,(509) 454-5242,46.563,-120.5,https://www.costco.com/warehouse-locations/union-gap-washington-1013.html
Washington,Vancouver,6720 Ne 84Th St,98665-2016,(360) 828-2262,45.685,-122.605,https://www.costco.com/warehouse-locations/vancouver-washington-772.html
Washington,East Wenatchee,375 Highline Dr,98802-5344,(509) 886-0593,47.401,-120.281,https://www.costco.com/warehouse-locations/east-wenatchee-washington-112.html
Washington,Woodinville,24008 Snohomish Woodinville Rd,98072-9743,(425) 806-7700,47.78,-122.148,https://www.costco.com/warehouse-locations/woodinville-washington-747.html
Wisconsin,Bellevue,2355 Costco Way,54311-9206,(920) 469-5700,44.458,-87.986,https://www.costco.com/warehouse-locations/bellevue-wisconsin-1162.html
Wisconsin,Eau Claire,1420 Black Avenue,54703,(715) 598-6755,44.831,-91.451,https://www.costco.com/warehouse-locations/eau-claire-wisconsin-1664.html
Wisconsin,Grafton,950 Port Washington Rd,53024-9201,(262) 204-1050,43.324,-87.922,https://www.costco.com/warehouse-locations/grafton-wisconsin-628.html
Wisconsin,Grand Chute,5401 W. Integrity Way,54913-8602,(920) 815-4500,44.271,-88.488,https://www.costco.com/warehouse-locations/grand-chute-wisconsin-1222.html
Wisconsin,Menomonee Falls,W162N9235 Pershing Ave,53051-4026,(262) 946-6060,43.185,-88.112,https://www.costco.com/warehouse-locations/menomonee-falls-wisconsin-1209.html
Wisconsin,Middleton,2150 Deming Way,53562-5507,(608) 824-3950,43.1,-89.522,https://www.costco.com/warehouse-locations/middleton-wisconsin-1020.html
Wisconsin,New Berlin,15300 West Grange Ave,53151-7909,(262) 599-7030,42.945,-88.106,https://www.costco.com/warehouse-locations/new-berlin-wisconsin-1212.html
Wisconsin,Pewaukee,443 Pewaukee Rd,53072-5886,(262) 956-6700,43.089,-88.231,https://www.costco.com/warehouse-locations/pewaukee-wisconsin-1101.html
Wisconsin,Pleasant Prairie,7707 94Th Ave,53158-1955,(262) 597-1027,42.564,-87.92,https://www.costco.com/warehouse-locations/pleasant-prairie-wisconsin-1198.html
Wisconsin,Sun Prairie,2850 Hoepker Rd,53590-9334,(608) 825-4001,43.167,-89.274,https://www.costco.com/warehouse-locations/sun-prairie-wisconsin-1121.html
Wisconsin,Verona,1000 Batker Court,53593,(608) 497-8355,42.971,-89.509,https://www.costco.com/warehouse-locations/verona-wisconsin-1491.html
